Title,Type,Rating,Vote Count,Start Date,Studio
Ajin OVA,OVA,9.08,59,"May 06, 2016",Polygon Pictures
Ajin Part 2 OVA,OVA,9.22,30,"Apr 07, 2017",Polygon Pictures
Ajin: Demi-Human Movie 2: Confront,MOVIE,7.61,28,"May 06, 2016",Polygon Pictures
AJIN: Demi-Human -Compel-,MOVIE,9.58,46,"Nov 27, 2015",Polygon Pictures
AJIN: Demi-Human 2,TV,8.65,704,"Oct 08, 2016",Polygon Pictures
Akagi,TV,9.03,236,"Oct 05, 2005",Madhouse
Ajin: Demi-Human Movie 3: Collide,MOVIE,5.53,33,"Sep 23, 2016",Polygon Pictures
Akage no Anne: Green Gables e no Michi,MOVIE,9.94,7,"Jul 17, 2010",Nippon Animation
Akakichi no Eleven,TV,7,9,"Apr 13, 1970",TV Tokyo
Akahori's Heretical Hour Love Game,TV,9.32,22,"Jul 05, 2005",Radix
Akai Hayate,OVA,3.93,7,"May 21, 1991",Pierrot
Akame ga Kill! Recap,SPECIAL,7.14,81,"Aug 31, 2014",White Fox
AkaKill! Theater,ONA,8.49,193,"Jul 08, 2014",C-Station
Akame ga Kill!,TV,8.75,7951,"Jul 07, 2014",White Fox
Akazukin Chacha OVA,OVA,9.25,4,"Dec 06, 1995",Gallop
Akane Maniax,OVA,7.42,20,"Nov 25, 2004",Silver
Akashic Records of Bastard Magic Instructor,TV,8.96,4116,"Apr 04, 2017",LIDENFILMS
Akebi’s Sailor Uniform,TV,9.03,2265,"Jan 09, 2022",CloverWorks
AKB0048,TV,9.17,78,"Apr 29, 2012",Satelight
AKB0048: next stage,TV,9.16,72,"Jan 06, 2013",Satelight
Aki-Sora: In a Dream,OVA,7.74,705,"Jul 30, 2010",Hoods Entertainment
Aki no Kanade,MOVIE,7.98,38,"Mar 22, 2015",J.C.Staff
Aki Sora,OVA,7.49,767,"Dec 18, 2009",Hoods Entertainment
Akiba's Trip the Animation,TV,8.36,637,"Jan 04, 2017",Gonzo
Akiba Maid War,TV,9.05,2837,"Oct 07, 2022",P.A. Works
Akiba-chan,TV,5.15,15,"Jul 25, 2008",Kids Station
Akira,MOVIE,9.02,1252,"Jul 16, 1988",Tokyo Movie Shinsha
Akikan!,TV,8.11,219,"Jan 04, 2009",Brain's Base
Akikan! OVA,OVA,5.94,40,"Oct 23, 2009",Brain's Base
Akuei to Gacchinpo,TV,5.5,2,"Oct 02, 2004",add some
Akira - Video Clip Plus Ticket,ONA,7.76,25,"Jul 15, 1988",Tokyo Movie Shinsha
Akudama Drive,TV,8.9,4280,"Oct 08, 2020",Pierrot
Akuma no Memumemu-chan,ONA,9.56,56,"Jan 23, 2018",Shaft
Akuemon,OVA,4.6,6,"Jul 16, 1993",Tezuka Productions
Akuma Kun,ONA,7.24,229,"Nov 08, 2023",Encourage Films
Akuma-kun (Movie),MOVIE,8.17,12,"Jul 15, 1989",Toei Animation
Akuma Tou no Prince: Mitsume ga Tooru,SPECIAL,9.5,2,"Aug 25, 1985",Toei Animation
Akuma-kun,TV,8.42,33,"Apr 15, 1989",Toei Animation
Albegas,TV,9.17,10,"Mar 30, 1983",Toei Animation
Aladdin and the Wonderful Lamp,MOVIE,7.42,13,"Mar 13, 1982",Toei Animation
Alakazam the Great,MOVIE,7.02,12,"Aug 14, 1960",Toei Animation
ALDNOAH.ZERO Season 2,TV,8.58,606,"Jan 11, 2015",TROYCA
Alderamin on the Sky,TV,9.18,1359,"Jul 09, 2016",Madhouse
ALDNOAH.ZERO,TV,9.17,793,"Jul 06, 2014",TROYCA
Alice,OVA,7.76,16,"Dec 13, 1991",Takahashi Studio
Alexander's Decision,OVA,6.62,8,Jun 2003,Toei Animation
Ali Baba and the Forty Thieves,MOVIE,7.75,5,"Jul 18, 1971",Toei Animation
alice gear aegis Expansion: Heart Pounding! Actress Packed Mermaid Grand Prix!,OVA,6.75,52,"Sep 15, 2021",Nomad
Alice & Zoroku,TV,8.69,194,"Apr 02, 2017",J.C.Staff
alice gear aegis Expansion,TV,6.24,335,"Apr 04, 2023",Nomad
Alice in Deadly School,OVA,5.5,70,"Mar 03, 2021",Hoods Entertainment
Alice in Borderland,OVA,8.42,249,"Oct 15, 2014",Connect
Alice in Cyberland,SPECIAL,5.47,17,"Dec 16, 1996",Vega Entertainment
Alice or Alice,TV,7.94,218,"Apr 04, 2018",EMT Squared
Alice in Dream Land,MOVIE,3.27,43,"Dec 19, 2015",Bitgang
Alice in Wonderland,TV,6.56,18,"Oct 10, 1983",Nippon Animation
All I Need Is You,ONA,8.9,21,?,
,,,,,
Alita's Trail,ONA,8,1,"Oct 27, 2016",Studio Tumble
All Purpose Cultural Cat Girl Nuku Nuku Dash!,OVA,6.88,15,"Sep 23, 1998",Ashi Productions
All Out!!,TV,8.95,1040,"Oct 07, 2016",TMS Entertainment
All Purpose Cultural Cat Girl Nuku Nuku,OVA,9.2,24,"Oct 21, 1992",Studio Fantasia
All Saints Street,ONA,8.52,161,"Mar 31, 2020",
All Purpose Cultural Cat Girl Nuku Nuku TV,TV,5.1,12,"Jan 07, 1998",Ashi Productions
All Saints Street,ONA,8.77,339,"Apr 01, 2020",Fenz
All Saints Street 4,ONA,8.97,79,"Jul 05, 2023",Fenz
All Saints Street 2,ONA,8.96,156,"Oct 14, 2020",Fenz
All Saints Street 3,ONA,9.07,150,"Jan 26, 2022",Fenz
Allison & Lillia,TV,8.74,67,"Apr 03, 2008",Madhouse
All That Gundam,SPECIAL,8.93,19,1989,Sunrise
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,ONA,7,7,"Jun 21, 2016",add some
Alps no Shoujo Heidi: Alm no Yama-hen,MOVIE,7.45,8,"Aug 21, 1996",Nippon Animation
Almanac Master,ONA,7.17,86,"May 07, 2020",B.CMAY PICTURES
Alpen Rose,TV,7.25,22,"Apr 08, 1985",Tatsunoko Production
Altair: A Record of Battles,TV,8.91,302,"Jul 08, 2017",MAPPA
Alps no Shoujo Heidi: Heidi to Clara-hen,MOVIE,6.57,11,"Aug 21, 1996",Nippon Animation
Alps Stories: My Annette,TV,7.37,31,"Jan 09, 1983",Nippon Animation
Am I Actually the Strongest?,TV,7.8,16548,"Jul 02, 2023",Staple Entertainment
Altered Carbon: Resleeved,ONA,8.58,47,"Mar 19, 2020",Anima
AM Driver,TV,8.94,20,"Apr 05, 2004",Studio Deen
Amagami SS Short Animations,OVA,8.35,92,"Jun 11, 2011",AIC
Amada Anime Series: Super Mario Brothers,OVA,7.22,23,"Aug 03, 1989",Studio Junio
Amagami SS,TV,8.58,1462,"Jul 02, 2010",AIC
Amagami SS+ plus Picture Drama: Valentine For You,SPECIAL,7.3,31,"Oct 03, 2012",AIC
Amagami SS: Sister,SPECIAL,8.93,52,"Apr 29, 2011",AIC
Amagami SS+ plus,TV,8.8,448,"Jan 06, 2012",AIC
Amagi Brilliant Park: No Time to Take It Easy!,SPECIAL,9.01,280,"Jun 26, 2015",Kyoto Animation
Amagami SS+ plus Specials,SPECIAL,9.46,109,"Apr 04, 2012",AIC
Amagi Brilliant Park,TV,9.09,1804,"Oct 07, 2014",Kyoto Animation
AMAIM Warrior at the Borderline Part 2,TV,8.52,515,"Apr 12, 2022",Sunrise Beyond
Amagi Brilliant Park: Wakuwaku Mini Theater Rakugaki Backstage,SPECIAL,9.26,99,"Dec 26, 2014",Kyoto Animation
AMAIM Warrior at the Borderline,TV,8.5,867,"Oct 05, 2021",Sunrise Beyond
Amanchu!,TV,7.07,127,"Jul 08, 2016",J.C.Staff
AMAIM Warrior at the Borderline UltraSteel Ogre-Gear,ONA,6.64,189,"Aug 10, 2023",Sunrise Beyond
Amanatsu,MOVIE,6.62,14,"Mar 25, 2010",Kamikaze Douga
Amatsuki,TV,8.15,63,"Apr 05, 2008",Studio Deen
Amanchu! ~Advance~,TV,7.84,78,"Apr 07, 2018",J.C.Staff
Amanchu!: The Story of the Promised Summer and New Memories,OVA,8.91,18,"Mar 29, 2017",J.C.Staff
Amazing Nuts!,OVA,9.02,13,"Dec 20, 2006",Studio 4°C
Amazing Bowel Familiars,SPECIAL,5.51,23,"Dec 23, 2009",Nomad
Amazing Nurse Nanako,OVA,6.41,34,"Jul 05, 1999",Radix
Ame to Shoujo to Watashi no Tegami,ONA,6.09,15,"Feb 14, 2005",add some
AMAZING STRANGER,TV,7.93,163,"Apr 06, 2019",Studio A-CAT
Ambassador Magma,OVA,3.1,9,"Feb 21, 1993",Tezuka Productions
AMNESIA OVA,OVA,8.16,73,"Sep 25, 2013",Brain's Base
Amefuri Kozou,OVA,9.75,3,"Dec 24, 1983",Tezuka Productions
AMNESIA,TV,7.74,384,"Jan 07, 2013",Brain's Base
Ancien and the Magic Tablet: Another Story,ONA,7.5,14,"Mar 10, 2017",Signal.MD
Amon Saga,OVA,7.14,18,"Jul 19, 1986",Toei Animation
Amon: The Apocalypse of Devilman,OVA,5.3,156,"May 24, 2000",Studio Live
Ancient Martial Artist in the City,ONA,5.27,90,?,
Ancient Girl’s Frame,ONA,6.68,166,"Oct 11, 2021",Seven Stone Entertainment
Ancient Girl’s Frame [Chinese Dub],ONA,6.74,54,"Oct 11, 2021",
And you thought there is never a girl online?,TV,8.67,2722,"Apr 07, 2016",Project No.9
Ancient Myth,ONA,8.52,610,"Aug 15, 2022",Suoyi Technology
And Yet The Town Moves,TV,9.3,118,"Oct 08, 2010",Shaft
Android Announcer Maico 2010,TV,7.69,26,"Apr 06, 1998",Group TAC
And2 Girls,ONA,6.47,13,"Aug 15, 2018",Seven Stone Entertainment
And2 Girls,OVA,9.02,21,"Aug 31, 2018",
Ane Log: Big Sister Moyako's Never-ending Monologue,OVA,8.27,233,"Sep 16, 2014",Brain's Base
Android Kikaider - The Animation,TV,8.64,16,"Oct 16, 2000",Radix
Andromeda Stories,SPECIAL,9,9,"Aug 22, 1982",Toei Animation
Ange Vierge,TV,7.83,192,"Jul 10, 2016",Connect
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,OVA,8.58,75,"Apr 18, 2014",Brain's Base
ANEMONE: Eureka Seven Hi-Evolution,MOVIE,8.39,41,"Nov 10, 2018",Bones
Angel Beats!: Another Epilogue,SPECIAL,9.18,206,"Dec 22, 2010",P.A. Works
Angel Beats!,TV,9.09,2812,"Apr 03, 2010",P.A. Works
Angel Beats! Specials,SPECIAL,8.95,216,"Dec 22, 2010",P.A. Works
Angel Links,TV,8.54,22,"Apr 07, 1999",Sunrise
Angel Cop,OVA,7.76,111,"Sep 01, 1989",Studio 88
Angel Heart,TV,8.68,78,"Oct 04, 2005",TMS Entertainment
Angel Tales,TV,8.05,44,"Oct 04, 2001",Tokyo Kids
Angel of Legend,OVA,9.15,258,"Dec 13, 1996",Toei Animation
Angel Sanctuary,OVA,6.3,63,"May 25, 2000",Hal Film Maker
Angel's Drop,SPECIAL,9.16,280,"May 12, 2013",AIC Frontier
Angel Tales,OVA,8.54,20,"Mar 25, 2002",Tokyo Kids
Angel's 3Piece!,TV,9.03,311,"Jul 10, 2017",Project No.9
Angelic Layer,TV,8.48,50,"Apr 01, 2001",Bones
Angel's Egg,OVA,8.91,254,"Dec 22, 1985",Studio Deen
Angel's Feather,OVA,6.32,47,"Apr 28, 2006",Venet
Angels of Death,TV,8.8,2952,"Jul 06, 2018",J.C.Staff
Angelique,OVA,7.1,12,"Mar 17, 2004",Yumeta Company
Angelique: Shiroi Tsubasa no Memoire,OVA,8.63,10,"Mar 25, 2000",Yumeta Company
Angus & Cheryl,TV,6.75,4,2007,TUBA
Angels of Death Specials,ONA,9.06,864,"Oct 26, 2018",
Angolmois: Record of Mongol Invasion,TV,8.99,368,"Jul 11, 2018",NAZ
Anima,MOVIE,5.13,27,Feb 2005,add some
Ani ni Tsukeru Kusuri wa Nai! 5,ONA,9.12,169,"Jun 29, 2022",Planet Cartoon
Ani*Kuri15,SPECIAL,6.81,24,"May 07, 2007",Gonzo
Animal Crossing: The Movie,MOVIE,8.74,78,"Dec 16, 2006",OLM
Anima Yell!,TV,9.05,123,"Oct 07, 2018",Doga Kobo
Anima Yell! Ouen Douga,ONA,8.29,7,"Oct 07, 2018",Doga Kobo
Animated Classics of Japanese Literature,TV,9.4,31,"Apr 25, 1986",Nippon Animation
Animal Lane,TV,7.14,17,"Oct 04, 2005",Gallop
Animal Treasure Island,MOVIE,6.96,16,"Mar 20, 1971",Toei Animation
Animated Tamagotchi Found on Television!,TV,8.71,8,"Jul 07, 1997",Fuji TV
Animated Classics of Japanese Literature,SPECIAL,5.13,7,"Oct 08, 1987",Nippon Animation
Animated Journey Through Saga Prefecture,MOVIE,6.75,8,"Mar 12, 2016",Seven Arcs
Animation Runner Kuromi 2,OVA,7.53,16,"Jan 28, 2004",Yumeta Company
Animation × Paralympic: Who Is Your Hero?,SPECIAL,6.78,17,"Nov 10, 2017",DLE
Animation Runner Kuromi,OVA,8.15,15,"Mar 30, 2001",Yumeta Company
Anime de Training! XX,TV,7.96,45,"Oct 05, 2016",Rising Force
Animation Store Manager,OVA,7.4,23,"Aug 19, 2002",Gainax
Anime De Training! EX,TV,5.1,64,"Oct 13, 2015",Rising Force
"Animegataris: Yuku Toshi, Kuru Toshi",ONA,9.32,10,"Dec 31, 2017",WAO World
Anime KAPIBARASAN,TV,9.29,100,"Oct 09, 2020",Lesprit
Anime-Gataris,TV,8.33,69,"Oct 08, 2017",WAO World
Anitore! EX: Jigoku no Training,SPECIAL,6.91,21,"Feb 26, 2016",Rising Force
Animelo Summer Live 2017 x Kemono Friends,ONA,8.48,9,"Aug 30, 2017",add some
AniMen: Triton Force,MOVIE,5.43,9,"Jun 01, 2010",Shanghai Hippo Animation
Ankoku Cat,ONA,8.47,7,"Dec 19, 2006",Fanworks
Anitore! XX: Jigoku no Training,SPECIAL,5.63,94,"Mar 17, 2017",Rising Force
Anju to Zushioumaru,MOVIE,9.12,9,"Jul 19, 1961",Toei Animation
Anne-Happy,TV,8.29,189,"Apr 07, 2016",Silver Link.
ANNA (kidnapper),MOVIE,4.54,33,"Jul 21, 2018",Studio Deen
Anne of Green Gables,TV,8.85,117,"Jan 07, 1979",Nippon Animation
Anohana: The Flower We Saw That Day,TV,9.22,2480,"Apr 15, 2011",A-1 Pictures
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,SPECIAL,9.22,119,"Feb 22, 2012",A-1 Pictures
Anohana the Movie: The Flower We Saw That Day,MOVIE,8.76,534,"Aug 31, 2013",A-1 Pictures
Another Special,MUSIC,9.34,181,"Mar 29, 2013",P.A. Works
Anonymous Noise,TV,8.44,405,"Apr 11, 2017",Brain's Base
Another,TV,8.93,3059,"Jan 10, 2012",P.A. Works
Anpanman: Apple Boy and Everyone’s Hope,MOVIE,5.11,9,"Jul 05, 2014",TMS Entertainment
Another World,ONA,8.57,355,"Sep 13, 2019",Graphinica
Another: The Other,OVA,9.14,316,"May 26, 2012",P.A. Works
"Anpanman: Purun, the Soap Bubble",MOVIE,6.28,8,"Jul 14, 2007",VAP
Anpanman: Blacknose and the Magical Song,MOVIE,8.4,6,"Jul 10, 2010",TMS Entertainment
Anpanman: Nanda and Runda From the Star of Toys,MOVIE,5,5,"Jul 02, 2016",TMS Entertainment
Anpanman: Star-Spirited Dollie,MOVIE,4.25,5,"Jul 15, 2006",TMS Entertainment
Anpanman: Revive Banana Island!,MOVIE,7.11,10,"Jul 07, 2012",TMS Entertainment
Anpanman: Shine! Kulun and the Stars of Life,MOVIE,2.75,9,"Jun 30, 2018",TMS Entertainment
Anpanman: Twinkle! Princess Vanilla of Ice Cream Land,MOVIE,6.1,11,"Jun 28, 2019",TMS Entertainment
Anpanman: the Adventure of Happie,MOVIE,7,3,"Jul 16, 2005",TMS Entertainment
Anpanman: The Secret of Fairy Rin-Rin,MOVIE,6.67,7,"Jul 12, 2008",TMS Entertainment
Anti-Magic Academy: The 35th Test Platoon,TV,8.7,1759,"Oct 08, 2015",Silver Link.
Anthology With Cranes,MOVIE,7.25,7,2011,Yamamura Animation
Anthropo-Cynical Farce,MOVIE,7.82,28,1970,add some
Anyamal Tantei Kiruminzoo,TV,9.45,29,"Oct 05, 2009",Satelight
Antidote,ONA,8.01,500,"Jan 09, 2020",Seven Stone Entertainment
Antique Bakery,TV,7.9,135,"Jul 04, 2008",Nippon Animation
Aoharu x Machinegun,TV,8.48,329,"Jul 03, 2015",Brain's Base
Ao-chan Can't Study!,TV,8.74,1949,"Apr 06, 2019",Silver Link.
Aoashi,TV,9.07,7170,"Apr 09, 2022",Production I.G
Aoi Hitomi no Onna no Ko no Ohanashi,SPECIAL,7.57,8,"Aug 13, 2009",Shin-Ei Animation
Aoharu x Machinegun: This is a Battlefield for Beasts!,SPECIAL,8.51,65,"Dec 25, 2015",Brain's Base
Aoi & Mutsuki: A Pair of Queens,TV,7.36,18,"Jul 13, 1999",Triangle Staff
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,SPECIAL,6.38,15,"Apr 05, 2014",flying DOG
Aoi Umi no Tristia,OVA,6.68,10,"Apr 23, 2004",ufotable
AOKANA: Four Rhythm Across the Blue,TV,9.28,234,"Jan 12, 2016",Gonzo
Aooni the Movie,MOVIE,3.82,83,"Feb 11, 2017",Studio Deen
Aoki Seimei Hoken,SPECIAL,8.55,20,2006,add some
Aooni The Blue Monster,TV,8.56,89,"Oct 03, 2016",Studio Deen
AOTU Shijie 2,ONA,9.43,44,"Oct 31, 2017",7doc
Aos,MOVIE,7.98,41,1964,Kuri Jikken Manga Kobo
AOTU Campus,ONA,6.43,8,?,
AOTU Shijie 4,ONA,7.86,8,?,
AOTU Shijie 3,ONA,7.42,18,"Jan 25, 2019",7doc
AOTU Shijie 4,ONA,8.67,3,"Apr 29, 2022",7doc
Aoyama Goushou Tanpenshuu,SPECIAL,9.76,20,"Mar 17, 1999",TMS Entertainment
AOTU World,ONA,8.42,29,"Jun 27, 2016",7doc
AOTU World Specials,ONA,3,3,?,
Apotheosis,ONA,8.39,1053,"Nov 04, 2022",Qingxiang Culture
Ape Escape,TV,6.84,13,"Apr 08, 2006",Xebec
Apocalypse Zero,OVA,7.2,57,"Oct 23, 1996",Ashi Productions
Appleland Story,OVA,6.82,10,"Oct 10, 1992",J.C.Staff
Appaga Piryohae,MOVIE,8.42,7,2005,CoMix Wave Films
APPARE-RANMAN!,TV,8.54,621,"Apr 10, 2020",P.A. Works
Appleseed Alpha,MOVIE,8.67,40,"Jan 17, 2015",Sola Digital Arts
Appleseed,OVA,6.99,41,"Apr 21, 1988",Gainax
Appleseed (Movie),MOVIE,7.45,34,"Apr 17, 2004",Digital Frontier
Appleseed XIII: Tartaros,MOVIE,7,14,"Jun 13, 2011",Jinnis Animation Studios
Appleseed XIII,OVA,4.4,18,"Jun 03, 2011",Jinnis Animation Studios
Appleseed XIII: Ouranos,MOVIE,6.2,8,"Oct 24, 2011",Jinnis Animation Studios
Aquarian Age: The Movie,OVA,3.83,4,"Nov 21, 2003",Madhouse
Appleseed: Ex Machina,MOVIE,8.03,18,"Oct 20, 2007",Digital Frontier
Aquarian Age - Sign for Evolution,TV,6.02,19,"Jan 11, 2002",Madhouse
Aquarion Logos,TV,7.03,66,"Jul 03, 2015",Satelight
Aquarion,TV,8.35,99,"Apr 05, 2005",Satelight
Aquarion EVOL,TV,8.32,174,"Jan 09, 2012",Satelight
Aquatic Language,SPECIAL,7.29,17,"Oct 26, 2002",Studio Rikka
Aquarion Movie: Ippatsu Gyakuten-hen,MOVIE,9.45,16,"Sep 22, 2007",Satelight
Aquatic,MOVIE,8.56,7,1987,TBS
Arad Senki: Slap Up Party,TV,8.53,50,"Apr 04, 2009",Gonzo
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,OVA,9.11,17,"Mar 22, 2006",Trans Arts
Arabian Nights: Sinbad's Adventures,MOVIE,9.85,16,"Jun 16, 1962",Toei Animation
Araiguma Rascal,MOVIE,8.78,18,"Oct 10, 2021",
Arad: Gyakuten no Wa,TV,8.49,60,"Jul 04, 2020",LIDENFILMS
Aragne: Sign of Vermillion,MOVIE,6.35,39,"Aug 18, 2018",Zelico Film
Arakawa Under the Bridge x Bridge,TV,9.15,250,"Oct 04, 2010",Shaft
Araiso Private High School Student Council Executive Committee,OVA,7.83,28,"Mar 29, 2002",Nippon Animation
Arakawa Under the Bridge,TV,8.96,542,"Apr 05, 2010",Shaft
Arcade Gamer Fubuki,OVA,8.62,28,"Feb 25, 2002",Shaft
Arata: The Legend,TV,8.22,335,"Apr 09, 2013",Satelight
Arc the Lad,TV,8.26,22,"Apr 05, 1999",Bee Train
Arcane,TV,8.71,3732,"Nov 06, 2021",
Arcade Gamer Fubuki: Paradise Beyond the Wall,SPECIAL,8,9,"Jun 11, 2008",Shaft
Arcana Famiglia: Capriccio - stile Arcana Famiglia,OVA,8.69,28,"Mar 27, 2013",J.C.Staff
Are You OK?,ONA,7.52,116,"Jul 10, 2020",Shengying Animation
Arctic Adventure: On Frozen Pond,MOVIE,3.84,19,"Feb 19, 2016",add some
Are You Lost?,TV,9.11,752,"Jul 02, 2019",Ezόla
Area 88 (TV),TV,8.54,35,"Jan 09, 2004",Media Factory
Are You OK? Season 2,ONA,5.33,6,"Sep 27, 2023",High Energy Studio
Area 88,OVA,7.15,44,"Feb 05, 1985",Pierrot
Argento Soma Special,SPECIAL,9.5,3,"Mar 01, 2002",Sunrise
Arei's Mirror ~ Way to the Virgin Space,MOVIE,6.12,10,"Mar 16, 1985",Toei Animation
Argento Soma,TV,7.87,40,"Oct 06, 2000",Sunrise
ARIA The ANIMATION,TV,9.33,200,"Oct 06, 2005",Hal Film Maker
ARGEVOLLEN,TV,7.06,100,"Jul 03, 2014",Xebec
ARGONAVIS from BanG Dream!,TV,9.24,136,"Apr 11, 2020",SANZIGEN
ARIA The CREPUSCOLO,MOVIE,8.97,83,"Mar 05, 2021",J.C.Staff
ARIA The AVVENIRE,SPECIAL,9.08,151,"Sep 26, 2015",TYO Animations
ARIA The BENEDIZIONE,MOVIE,8.52,44,"Dec 03, 2021",J.C.Staff
ARIA The ORIGINATION,TV,9.73,218,"Jan 08, 2008",Hal Film Maker
ARIA The NATURAL,TV,9.47,156,"Apr 03, 2006",Hal Film Maker
ARIA The NATURAL: Sono Futatabi Deaeru Kiseki ni...,SPECIAL,8.71,14,"May 07, 2006",Hal Film Maker
ARIA The OVA ~ARIETTA~,OVA,9.67,32,"Sep 21, 2007",Hal Film Maker
Aria The Origination Picture Drama,SPECIAL,7.88,9,"Apr 25, 2008",Hal Film Maker
ARIA The ORIGINATION: That Little Secret Place...,SPECIAL,8.8,14,"Jun 25, 2008",Hal Film Maker
Aria the Scarlet Ammo Special,SPECIAL,8.88,78,"Dec 21, 2011",J.C.Staff
Aria the Scarlet Ammo,TV,8.48,719,"Apr 15, 2011",J.C.Staff
Aria the Scarlet Ammo AA,TV,7.22,194,"Oct 06, 2015",Doga Kobo
Arifureta: From a Detour to the World's Strongest,SPECIAL,9.1,1012,"Mar 23, 2022",asread.
Ariel,OVA,6.92,6,"Jan 21, 1991",J.C.Staff
ARIEL VISUAL SCEBAI: Saidai no Kiki,OVA,7.44,8,"Jul 21, 1989",J.C.Staff
Arifureta: From Commonplace to World's Strongest Season 2,TV,8.8,11496,"Jan 13, 2022",asread.
Arifureta: From Commonplace to World's Strongest,TV,8.52,12814,"Jul 08, 2019",White Fox
Arifureta: From Commonplace to World's Strongest - Prologue,ONA,9,258,"Mar 19, 2020",asread.
Arifureta: Phantom Adventure and Miraculous Encounter,OVA,8.73,1280,"Sep 25, 2022",asread.
Arifureta: From Commonplace to World's Strongest Specials,SPECIAL,8.62,998,"Dec 25, 2019",White Fox
Arifureta: Omnibus - The Great Orcus Labyrinth,SPECIAL,8.49,583,"Aug 12, 2019",White Fox
Arjuna,TV,8.63,41,"Jan 09, 2001",Satelight
Arion,MOVIE,7.64,26,"Mar 15, 1986",Sunrise
Arisa☆Good Luck,OVA,7,9,1999,Venet
Arknights: PRELUDE TO DAWN,TV,8.69,1558,"Oct 29, 2022",Yostar Pictures
Ark Nine,OVA,8.77,15,"Jul 02, 2013",Hoods Entertainment
Arknights: PERISH IN FROST,TV,8.53,595,"Oct 07, 2023",Yostar Pictures
Armed Girl's Machiavellism OVA,OVA,9.27,390,"Nov 25, 2017",Connect
Armageddon,MOVIE,4.99,24,"Jan 19, 1996",add some
Armed Girl's Machiavellism,TV,8.91,2465,"Apr 05, 2017",Connect
Armitage III: Dual Matrix,MOVIE,8.67,25,"Jun 25, 2002",AIC
Armies of the World,MOVIE,9.57,9,1932,add some
Armitage III,OVA,7.94,48,"Feb 25, 1995",AIC
Armor Shop for Ladies & Gentlemen Flips the Script,ONA,8.19,38,"Mar 06, 2019",IMAGICA Lab.
Armitage III: POLY-MATRIX,MOVIE,7.38,37,"Apr 20, 1996",AIC
Armor Shop for Ladies & Gentlemen,ONA,8.67,323,"Oct 09, 2018",IMAGICA Lab.
Armored Police Metal Jack,TV,9.36,32,"Apr 08, 1991",Sunrise
Armor Shop for Ladies & Gentlemen II,ONA,6.59,203,"Jan 02, 2021",IMAGICA Lab.
Armored Fleet Dairugger XV,TV,8.41,25,"Mar 03, 1982",Toei Animation
Armored Trooper Votoms: Case; Irvine,OVA,8.05,18,"Nov 06, 2010",Sunrise
Armored Trooper Votoms,TV,9.1,124,"Apr 01, 1983",Sunrise
Armored Trooper VOTOMS: Brilliantly Shining Heresy,OVA,9.06,22,"Mar 21, 1994",Sunrise
Armored Trooper Votoms: Origin of Ambition,OVA,8.39,14,"Mar 19, 1988",Sunrise
Armored Trooper Votoms: Chirico's Return,OVA,8.06,15,"Jan 08, 2011",Sunrise
Armored Trooper Votoms: Genei ~ Phantom Arc,OVA,9.29,16,"Mar 26, 2010",Sunrise
Armored Trooper Votoms: The Big Battle,OVA,8,11,"Jul 05, 1986",Sunrise
Armored Trooper Votoms: Pailsen Files,OVA,8.64,23,"Oct 26, 2007",The Answer Studio
Armored Trooper Votoms: Pailsen Files,MOVIE,8.14,12,"Jan 17, 2009",The Answer Studio
Arms Alchemy,TV,9,264,"Oct 05, 2006",Xebec
Armored Trooper Votoms: The Last Red Shoulder,OVA,9.6,9,"Aug 21, 1985",Sunrise
Armored Trooper Votoms: Votoms Finder,OVA,7.5,11,"Dec 04, 2010",Sunrise
ARP Backstage Pass,TV,7.28,38,"Jan 13, 2020",Dynamo Pictures
Around,MOVIE,8.55,11,2007,add some
Around the World with Willy Fog,TV,8.23,11,"Jan 08, 1984",Nippon Animation
Arpeggio of Blue Steel,TV,9,245,"Oct 08, 2013",SANZIGEN
ARP Backstage Pass Episode 6.5,SPECIAL,2.08,6,"Mar 02, 2020",Dynamo Pictures
ARP Backstage Pass: Paradise,SPECIAL,5.33,7,"Jul 13, 2020",Dynamo Pictures
Arslan Senki (TV) OVA,OVA,8.91,36,"May 09, 2016",LIDENFILMS
Arpeggio of Blue Steel - Cadenza,MOVIE,9.54,75,"Oct 03, 2015",SANZIGEN
Arpeggio of Blue Steel - DC,MOVIE,9.15,43,"Jan 31, 2015",SANZIGEN
Arte,TV,9.05,724,"Apr 04, 2020",Seven Arcs
Arslan Senki: Kaki Oroshi 4-Koma Manga no Short Anime,SPECIAL,7.28,20,"Jul 23, 2015",SANZIGEN
Art of Fighting,SPECIAL,8.35,20,"Dec 23, 1993",Studio Comet
Aru Zombie Shoujo no Sainan PV,ONA,6.57,19,"Jul 01, 2012",add some
Artiswitch,ONA,8.28,187,"May 28, 2021",Sunrise
Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,TV,6.23,387,"Oct 13, 2022",EKACHI EPILKA
Asako Get You!!,OVA,8.77,10,"Jan 26, 2013",Silver Link.
